"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-04-11","WE","Jour","Local","Hors_Zone","Gombe","Binza Ozone","83"
"2020-04-11","WE","Nuit","Local","Hors_Zone","Gombe","Binza Ozone","23"
"2020-04-11","WE","Jour","Local","Binza Meteo","Gombe","Binza Ozone","23"
"2020-04-11","WE","Jour","Local","Binza Ozone","Gombe","Binza Ozone","239"
"2020-04-11","WE","Nuit","Local","Binza Ozone","Gombe","Binza Ozone","155"
"2020-04-11","WE","Jour","Local","Gombe","Gombe","Binza Ozone","466"
"2020-04-11","WE","Nuit","Local","Gombe","Gombe","Binza Ozone","287"
"2020-04-11","WE","Jour","Local","Idjwi","Idjwi","Binza Ozone","39"
"2020-04-11","WE","Nuit","Local","Idjwi","Idjwi","Binza Ozone","79"
"2020-04-11","WE","Jour","Local","Binza Ozone","Masina II","Binza Ozone","167"
"2020-04-11","WE","Jour","Local","Masina II","Masina II","Binza Ozone","251"
"2020-04-11","WE","Nuit","Local","Masina II","Masina II","Binza Ozone","83"
"2020-04-11","WE","Jour","Local","Hors_Zone","Hors_Zone","Mont Ngafula II","57882"
"2020-04-11","WE","Nuit","Local","Hors_Zone","Hors_Zone","Mont Ngafula II","29592"
"2020-04-11","WE","Nuit","Local","Lukula","Hors_Zone","Mont Ngafula II","26"
"2020-04-11","WE","Nuit","Local","Matadi","Hors_Zone","Mont Ngafula II","23"
"2020-04-11","WE","Jour","Local","Ndjili","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Mont Ngafula I","Hors_Zone","Mont Ngafula II","1828"
"2020-04-11","WE","Nuit","Local","Mont Ngafula I","Hors_Zone","Mont Ngafula II","1469"
"2020-04-11","WE","Jour","Local","Kikimi","Hors_Zone","Mont Ngafula II","47"
"2020-04-11","WE","Jour","Local","Lemba","Hors_Zone","Mont Ngafula II","131"
"2020-04-11","WE","Nuit","Local","Lemba","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Nuit","Local","Matete","Hors_Zone","Mont Ngafula II","52"
"2020-04-11","WE","Jour","Local","Kisenso","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Nuit","Local","Kisenso","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Police","Hors_Zone","Mont Ngafula II","23"
"2020-04-11","WE","Nuit","Local","Police","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Barumbu","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Nuit","Local","Barumbu","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Kinshasa","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Nuit","Local","Kinshasa","Hors_Zone","Mont Ngafula II","47"
"2020-04-11","WE","Jour","Local","Limete","Hors_Zone","Mont Ngafula II","23"
"2020-04-11","WE","Jour","Local","Kalamu II","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Nuit","Local","Kalamu II","Hors_Zone","Mont Ngafula II","47"
"2020-04-11","WE","Jour","Local","Kalamu I","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Nuit","Local","Kalamu I","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Bumbu","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Nuit","Local","Bumbu","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Makala","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Selembao","Hors_Zone","Mont Ngafula II","299"
"2020-04-11","WE","Nuit","Local","Selembao","Hors_Zone","Mont Ngafula II","227"
"2020-04-11","WE","Jour","Local","Kintambo","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Nuit","Local","Kintambo","Hors_Zone","Mont Ngafula II","83"
"2020-04-11","WE","Jour","Local","Kasa-Vubu","Hors_Zone","Mont Ngafula II","95"
"2020-04-11","WE","Nuit","Local","Kasa-Vubu","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Ngiri-Ngiri","Hors_Zone","Mont Ngafula II","47"
"2020-04-11","WE","Nuit","Local","Ngiri-Ngiri","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Jour","Local","Binza Meteo","Hors_Zone","Mont Ngafula II","2529"
"2020-04-11","WE","Nuit","Local","Binza Meteo","Hors_Zone","Mont Ngafula II","1999"
"2020-04-11","WE","Jour","Local","Binza Ozone","Hors_Zone","Mont Ngafula II","1069"
"2020-04-11","WE","Nuit","Local","Binza Ozone","Hors_Zone","Mont Ngafula II","993"
"2020-04-11","WE","Jour","Local","Mont Ngafula II","Hors_Zone","Mont Ngafula II","36673"
"2020-04-11","WE","Nuit","Local","Mont Ngafula II","Hors_Zone","Mont Ngafula II","12496"
"2020-04-11","WE","Nuit","Local","Sona-Bata","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Nsele","Hors_Zone","Mont Ngafula II","95"
"2020-04-11","WE","Nuit","Local","Nsele","Hors_Zone","Mont Ngafula II","47"
"2020-04-11","WE","Jour","Local","Kimbanseke","Hors_Zone","Mont Ngafula II","59"
"2020-04-11","WE","Jour","Local","Kokolo","Hors_Zone","Mont Ngafula II","143"
"2020-04-11","WE","Nuit","Local","Kokolo","Hors_Zone","Mont Ngafula II","107"
"2020-04-11","WE","Jour","Local","Kimpese","Hors_Zone","Mont Ngafula II","56"
"2020-04-11","WE","Nuit","Local","Kimpese","Hors_Zone","Mont Ngafula II","28"
"2020-04-11","WE","Jour","Local","Nsona-Mpangu","Hors_Zone","Mont Ngafula II","28"
"2020-04-11","WE","Jour","Local","Masa","Hors_Zone","Mont Ngafula II","178"
"2020-04-11","WE","Nuit","Local","Masa","Hors_Zone","Mont Ngafula II","157"
"2020-04-11","WE","Jour","Local","Maluku I","Hors_Zone","Mont Ngafula II","23"
"2020-04-11","WE","Jour","Local","Kingabwa","Hors_Zone","Mont Ngafula II","35"
"2020-04-11","WE","Jour","Local","Gombe","Hors_Zone","Mont Ngafula II","239"
"2020-04-11","WE","Nuit","Local","Gombe","Hors_Zone","Mont Ngafula II","107"
"2020-04-11","WE","Nuit","Local","Masina II","Hors_Zone","Mont Ngafula II","23"
"2020-04-11","WE","Jour","Local","Boma","Boma","Mont Ngafula II","92"
"2020-04-11","WE","Nuit","Local","Boma","Boma","Mont Ngafula II","94"
"2020-04-11","WE","Nuit","Local","Lukula","Lukula","Mont Ngafula II","26"
"2020-04-11","WE","Jour","Local","Kimpangu","Kimpangu","Mont Ngafula II","28"
"2020-04-11","WE","Nuit","Local","Kimpangu","Kimpangu","Mont Ngafula II","42"
"2020-04-11","WE","Jour","Local","Boko-Kivulu","Boko-Kivulu","Mont Ngafula II","123"
"2020-04-11","WE","Nuit","Local","Boko-Kivulu","Boko-Kivulu","Mont Ngafula II","82"
