"﻿Date","Origin","Destination","Immobility","Home_Category","Activity_Category","Observation_Zone","Mode","Volume"
"2020-04-09","Sud-Kivu","Nord-Kivu","3h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","20149"
"2020-04-09","Sud-Kivu","Tanganyika","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","30"
"2020-04-09","Sud-Kivu","Tanganyika","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","42"
"2020-04-09","Sud-Ubangi","Ituri","3h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","172"
"2020-04-09","Sud-Ubangi","Mongala","1h","Destination_Zone_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","172"
"2020-04-09","Sud-Ubangi","Mongala","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","365"
"2020-04-09","Sud-Ubangi","Mongala","3h","Destination_Zone_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","172"
"2020-04-09","Sud-Ubangi","Mongala","3h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","172"
"2020-04-09","Sud-Ubangi","Nord-Ubangi","1h","Outside_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","174"
"2020-04-09","Sud-Ubangi","Nord-Ubangi","1h","Destination_Zone_Resident","Outside_Worker","ZoneGlobale","All_modes","174"
"2020-04-09","Sud-Ubangi","Nord-Ubangi","3h","Outside_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","353"
"2020-04-09","Sud-Ubangi","Nord-Ubangi","3h","Outside_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","205"
"2020-04-09","Sud-Ubangi","Nord-Ubangi","3h","Destination_Zone_Resident","Outside_Worker","ZoneGlobale","All_modes","174"
"2020-04-09","Tanganyika","Haut-Lomami","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","32"
"2020-04-09","Tanganyika","Sud-Kivu","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","55"
"2020-04-09","Tanganyika","Sud-Kivu","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","31"
"2020-04-09","Tshopo","Bas-Uele","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","21"
"2020-04-09","Tshopo","Bas-Uele","1h","Outside_Resident","Study_Zone_Worker","ZoneGlobale","All_modes","51"
"2020-04-09","Tshopo","Bas-Uele","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","429"
"2020-04-09","Tshopo","Haut-Uele","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","147"
"2020-04-09","Tshopo","Ituri","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","200"
"2020-04-09","Tshopo","Ituri","1h","Outside_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","86"
"2020-04-09","Tshopo","Ituri","1h","Destination_Zone_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","77"
"2020-04-09","Tshopo","Ituri","1h","Origin_Zone_Resident","Outside_Worker","ZoneGlobale","All_modes","52"
"2020-04-09","Tshopo","Ituri","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","268"
"2020-04-09","Tshopo","Ituri","3h","Destination_Zone_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","128"
"2020-04-09","Tshopo","Ituri","3h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","243"
"2020-04-09","Tshopo","Maniema","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","49"
"2020-04-09","Tshopo","Maniema","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","683"
"2020-04-09","Tshopo","Maniema","3h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","211"
"2020-04-09","Tshopo","Mongala","1h","Outside_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","56"
"2020-04-09","Tshopo","Nord-Kivu","1h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","129"
"2020-04-09","Tshuapa","Equateur","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","224"
"2020-04-09","Haut-Katanga","Kasai-Oriental","3h","Origin_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","33"
"2020-04-09","Haut-Katanga","Lualaba","1h","Outside_Resident","Outside_Worker","ZoneGlobale","All_modes","605"
"2020-04-09","Haut-Katanga","Lualaba","1h","Outside_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","99"
"2020-04-09","Haut-Katanga","Lualaba","1h","Outside_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","298"
"2020-04-09","Haut-Katanga","Lualaba","1h","Destination_Zone_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","1867"
"2020-04-09","Haut-Katanga","Lualaba","1h","Destination_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","597"
"2020-04-09","Haut-Katanga","Lualaba","1h","Origin_Zone_Resident","Outside_Worker","ZoneGlobale","All_modes","33"
"2020-04-09","Haut-Katanga","Lualaba","1h","Origin_Zone_Resident","Destination_Zone_Worker","ZoneGlobale","All_modes","266"
