"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-05-29","JO","Jour","Local","Haut-Uele","Haut-Uele","Haut-Uele","40508"
"2020-05-29","JO","Nuit","Local","Haut-Uele","Haut-Uele","Haut-Uele","32841"
"2020-05-29","JO","Jour","Local","Hors_Zone","Hors_Zone","Sud-Ubangi","710210"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Hors_Zone","Sud-Ubangi","222811"
"2020-05-29","JO","Jour","Local","Mongala","Hors_Zone","Sud-Ubangi","1704"
"2020-05-29","JO","Nuit","Local","Mongala","Hors_Zone","Sud-Ubangi","568"
"2020-05-29","JO","Jour","Local","Nord-Ubangi","Hors_Zone","Sud-Ubangi","1704"
"2020-05-29","JO","Nuit","Local","Nord-Ubangi","Hors_Zone","Sud-Ubangi","1704"
"2020-05-29","JO","Jour","Local","Sud-Ubangi","Hors_Zone","Sud-Ubangi","745803"
"2020-05-29","JO","Nuit","Local","Sud-Ubangi","Hors_Zone","Sud-Ubangi","167087"
"2020-05-29","JO","Jour","Local","Hors_Zone","Mongala","Sud-Ubangi","568"
"2020-05-29","JO","Jour","Local","Mongala","Mongala","Sud-Ubangi","116"
"2020-05-29","JO","Nuit","Local","Mongala","Mongala","Sud-Ubangi","116"
"2020-05-29","JO","Jour","Local","Hors_Zone","Nord-Ubangi","Sud-Ubangi","568"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Nord-Ubangi","Sud-Ubangi","568"
"2020-05-29","JO","Jour","Local","Nord-Ubangi","Nord-Ubangi","Sud-Ubangi","2273"
"2020-05-29","JO","Nuit","Local","Nord-Ubangi","Nord-Ubangi","Sud-Ubangi","1704"
"2020-05-29","JO","Jour","Local","Hors_Zone","Sud-Ubangi","Sud-Ubangi","65368"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Sud-Ubangi","Sud-Ubangi","64244"
"2020-05-29","JO","Jour","Local","Nord-Ubangi","Sud-Ubangi","Sud-Ubangi","568"
"2020-05-29","JO","Nuit","Local","Nord-Ubangi","Sud-Ubangi","Sud-Ubangi","568"
"2020-05-29","JO","Jour","Local","Sud-Ubangi","Sud-Ubangi","Sud-Ubangi","1145610"
"2020-05-29","JO","Nuit","Local","Sud-Ubangi","Sud-Ubangi","Sud-Ubangi","911169"
"2020-05-29","JO","Jour","Local","Hors_Zone","Equateur","Sud-Ubangi","568"
"2020-05-29","JO","Jour","Local","Hors_Zone","Hors_Zone","Kasai-Central","1461923"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Hors_Zone","Kasai-Central","502831"
"2020-05-29","JO","Nuit","Local","Kinshasa","Hors_Zone","Kasai-Central","891"
"2020-05-29","JO","Jour","Local","Kasai","Hors_Zone","Kasai-Central","6322"
"2020-05-29","JO","Nuit","Local","Kasai","Hors_Zone","Kasai-Central","3161"
"2020-05-29","JO","Jour","Local","Lomami","Hors_Zone","Kasai-Central","2499"
"2020-05-29","JO","Nuit","Local","Lomami","Hors_Zone","Kasai-Central","1249"
"2020-05-29","JO","Jour","Local","Kasai-Oriental","Hors_Zone","Kasai-Central","9265"
"2020-05-29","JO","Nuit","Local","Kasai-Oriental","Hors_Zone","Kasai-Central","3600"
"2020-05-29","JO","Jour","Local","Kasai-Central","Hors_Zone","Kasai-Central","3690583"
"2020-05-29","JO","Nuit","Local","Kasai-Central","Hors_Zone","Kasai-Central","707286"
"2020-05-29","JO","Jour","Local","Hors_Zone","Haut-Katanga","Kasai-Central","37"
"2020-05-29","JO","Jour","Local","Haut-Katanga","Haut-Katanga","Kasai-Central","75"
"2020-05-29","JO","Nuit","Local","Haut-Katanga","Haut-Katanga","Kasai-Central","37"
"2020-05-29","JO","Jour","Local","Kinshasa","Kinshasa","Kasai-Central","64"
"2020-05-29","JO","Jour","Local","Hors_Zone","Kasai","Kasai-Central","566"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Kasai","Kasai-Central","526"
"2020-05-29","JO","Jour","Local","Kasai","Kasai","Kasai-Central","3161"
"2020-05-29","JO","Nuit","Local","Kasai","Kasai","Kasai-Central","2634"
"2020-05-29","JO","Jour","Local","Kasai-Central","Kasai","Kasai-Central","1580"
"2020-05-29","JO","Nuit","Local","Kasai-Central","Kasai","Kasai-Central","1053"
"2020-05-29","JO","Jour","Local","Hors_Zone","Lomami","Kasai-Central","957"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Lomami","Kasai-Central","156"
"2020-05-29","JO","Jour","Local","Lomami","Lomami","Kasai-Central","10520"
"2020-05-29","JO","Nuit","Local","Lomami","Lomami","Kasai-Central","8043"
"2020-05-29","JO","Jour","Local","Kasai-Oriental","Lomami","Kasai-Central","644"
"2020-05-29","JO","Jour","Local","Kasai-Central","Lomami","Kasai-Central","2869"
"2020-05-29","JO","Nuit","Local","Kasai-Central","Lomami","Kasai-Central","1288"
"2020-05-29","JO","Jour","Local","Hors_Zone","Kasai-Oriental","Kasai-Central","4275"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Kasai-Oriental","Kasai-Central","879"
"2020-05-29","JO","Jour","Local","Kasai-Oriental","Kasai-Oriental","Kasai-Central","32885"
"2020-05-29","JO","Nuit","Local","Kasai-Oriental","Kasai-Oriental","Kasai-Central","19572"
"2020-05-29","JO","Jour","Local","Kasai-Central","Kasai-Oriental","Kasai-Central","11691"
"2020-05-29","JO","Nuit","Local","Kasai-Central","Kasai-Oriental","Kasai-Central","5055"
"2020-05-29","JO","Jour","Local","Hors_Zone","Kasai-Central","Kasai-Central","162651"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Kasai-Central","Kasai-Central","186552"
"2020-05-29","JO","Jour","Local","Lomami","Kasai-Central","Kasai-Central","721"
"2020-05-29","JO","Nuit","Local","Lomami","Kasai-Central","Kasai-Central","1287"
"2020-05-29","JO","Jour","Local","Kasai-Oriental","Kasai-Central","Kasai-Central","11612"
"2020-05-29","JO","Nuit","Local","Kasai-Oriental","Kasai-Central","Kasai-Central","10093"
"2020-05-29","JO","Jour","Local","Kasai-Central","Kasai-Central","Kasai-Central","5969426"
"2020-05-29","JO","Nuit","Local","Kasai-Central","Kasai-Central","Kasai-Central","4786607"
"2020-05-29","JO","Jour","Local","Haut-Lomami","Haut-Lomami","Kasai-Central","37"
"2020-05-29","JO","Jour","Local","Hors_Zone","Hors_Zone","Equateur","1828215"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Hors_Zone","Equateur","815330"
"2020-05-29","JO","Jour","Local","Kinshasa","Hors_Zone","Equateur","1162"
"2020-05-29","JO","Jour","Local","Mai-Ndombe","Hors_Zone","Equateur","878"
"2020-05-29","JO","Jour","Local","Sud-Ubangi","Hors_Zone","Equateur","568"
"2020-05-29","JO","Jour","Local","Equateur","Hors_Zone","Equateur","664475"
"2020-05-29","JO","Nuit","Local","Equateur","Hors_Zone","Equateur","200337"
"2020-05-29","JO","Jour","Local","Mongala","Mongala","Equateur","1704"
"2020-05-29","JO","Nuit","Local","Mongala","Mongala","Equateur","568"
"2020-05-29","JO","Jour","Local","Hors_Zone","Kinshasa","Equateur","38"
"2020-05-29","JO","Jour","Local","Kinshasa","Kinshasa","Equateur","1305"
"2020-05-29","JO","Nuit","Local","Kinshasa","Kinshasa","Equateur","51"
"2020-05-29","JO","Jour","Local","Hors_Zone","Nord-Ubangi","Equateur","568"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Nord-Ubangi","Equateur","568"
"2020-05-29","JO","Jour","Local","Tshuapa","Tshuapa","Equateur","1136"
"2020-05-29","JO","Nuit","Local","Tshuapa","Tshuapa","Equateur","568"
"2020-05-29","JO","Jour","Local","Tshopo","Tshopo","Equateur","917"
"2020-05-29","JO","Nuit","Local","Tshopo","Tshopo","Equateur","814"
"2020-05-29","JO","Jour","Local","Hors_Zone","Equateur","Equateur","441196"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Equateur","Equateur","557156"
"2020-05-29","JO","Jour","Local","Equateur","Equateur","Equateur","4276975"
"2020-05-29","JO","Nuit","Local","Equateur","Equateur","Equateur","3792353"
"2020-05-29","JO","Jour","Local","Hors_Zone","Hors_Zone","Haut-Lomami","149806"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Hors_Zone","Haut-Lomami","60528"
"2020-05-29","JO","Jour","Local","Haut-Katanga","Hors_Zone","Haut-Lomami","2631"
"2020-05-29","JO","Nuit","Local","Haut-Katanga","Hors_Zone","Haut-Lomami","976"
"2020-05-29","JO","Jour","Local","Lualaba","Hors_Zone","Haut-Lomami","1202"
"2020-05-29","JO","Nuit","Local","Lualaba","Hors_Zone","Haut-Lomami","601"
"2020-05-29","JO","Jour","Local","Kasai","Hors_Zone","Haut-Lomami","1053"
"2020-05-29","JO","Nuit","Local","Kasai","Hors_Zone","Haut-Lomami","526"
"2020-05-29","JO","Jour","Local","Lomami","Hors_Zone","Haut-Lomami","3026"
"2020-05-29","JO","Nuit","Local","Lomami","Hors_Zone","Haut-Lomami","2023"
"2020-05-29","JO","Jour","Local","Kasai-Oriental","Hors_Zone","Haut-Lomami","233"
"2020-05-29","JO","Nuit","Local","Kasai-Oriental","Hors_Zone","Haut-Lomami","155"
"2020-05-29","JO","Jour","Local","Haut-Lomami","Hors_Zone","Haut-Lomami","157554"
"2020-05-29","JO","Nuit","Local","Haut-Lomami","Hors_Zone","Haut-Lomami","41547"
"2020-05-29","JO","Jour","Local","Tanganyika","Tanganyika","Haut-Lomami","112"
"2020-05-29","JO","Jour","Local","Hors_Zone","Haut-Katanga","Haut-Lomami","300"
"2020-05-29","JO","Nuit","Local","Hors_Zone","Haut-Katanga","Haut-Lomami","112"
"2020-05-29","JO","Jour","Local","Haut-Katanga","Haut-Katanga","Haut-Lomami","5572"
"2020-05-29","JO","Nuit","Local","Haut-Katanga","Haut-Katanga","Haut-Lomami","3703"
"2020-05-29","JO","Jour","Local","Haut-Lomami","Haut-Katanga","Haut-Lomami","443"
