"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-02-04","JO","Nuit","Local","Kingabwa","Hors_Zone","Bumbu","61"
"2020-02-04","JO","Jour","Local","Gombe","Hors_Zone","Bumbu","223"
"2020-02-04","JO","Nuit","Local","Gombe","Hors_Zone","Bumbu","1099"
"2020-02-04","JO","Jour","Local","Masina II","Hors_Zone","Bumbu","37"
"2020-02-04","JO","Jour","Local","Moanda","Moanda","Bumbu","64"
"2020-02-04","JO","Nuit","Local","Moanda","Moanda","Bumbu","51"
"2020-02-04","JO","Jour","Local","Boma","Boma","Bumbu","25"
"2020-02-04","JO","Nuit","Local","Boma","Boma","Bumbu","50"
"2020-02-04","JO","Nuit","Local","Inga","Inga","Bumbu","51"
"2020-02-04","JO","Jour","Local","Boko-Kivulu","Boko-Kivulu","Bumbu","141"
"2020-02-04","JO","Nuit","Local","Boko-Kivulu","Boko-Kivulu","Bumbu","64"
"2020-02-04","JO","Jour","Local","Kwilu-Ngongo","Kwilu-Ngongo","Bumbu","25"
"2020-02-04","JO","Nuit","Local","Kwilu-Ngongo","Kwilu-Ngongo","Bumbu","50"
"2020-02-04","JO","Nuit","Local","Kikwit-Sud","Kikwit-Sud","Bumbu","24"
"2020-02-04","JO","Jour","Local","Matadi","Matadi","Bumbu","126"
"2020-02-04","JO","Nuit","Local","Matadi","Matadi","Bumbu","183"
"2020-02-04","JO","Jour","Local","Ndjili","Ndjili","Bumbu","272"
"2020-02-04","JO","Nuit","Local","Ndjili","Ndjili","Bumbu","124"
"2020-02-04","JO","Jour","Local","Bumbu","Ndjili","Bumbu","87"
"2020-02-04","JO","Jour","Local","Gombe","Ndjili","Bumbu","24"
"2020-02-04","JO","Jour","Local","Hors_Zone","Mont Ngafula I","Bumbu","61"
"2020-02-04","JO","Jour","Local","Mont Ngafula I","Mont Ngafula I","Bumbu","601"
"2020-02-04","JO","Nuit","Local","Mont Ngafula I","Mont Ngafula I","Bumbu","198"
"2020-02-04","JO","Jour","Local","Bumbu","Mont Ngafula I","Bumbu","273"
"2020-02-04","JO","Nuit","Local","Bumbu","Mont Ngafula I","Bumbu","37"
"2020-02-04","JO","Jour","Local","Selembao","Mont Ngafula I","Bumbu","61"
"2020-02-04","JO","Jour","Local","Hors_Zone","Kikimi","Bumbu","37"
"2020-02-04","JO","Jour","Local","Kikimi","Kikimi","Bumbu","111"
"2020-02-04","JO","Nuit","Local","Kikimi","Kikimi","Bumbu","99"
"2020-02-04","JO","Jour","Local","Bumbu","Kikimi","Bumbu","37"
"2020-02-04","JO","Jour","Local","Hors_Zone","Lemba","Bumbu","49"
"2020-02-04","JO","Jour","Local","Lemba","Lemba","Bumbu","297"
"2020-02-04","JO","Nuit","Local","Lemba","Lemba","Bumbu","99"
"2020-02-04","JO","Jour","Local","Bumbu","Lemba","Bumbu","210"
"2020-02-04","JO","Nuit","Local","Bumbu","Lemba","Bumbu","24"
"2020-02-04","JO","Jour","Local","Hors_Zone","Matete","Bumbu","24"
"2020-02-04","JO","Jour","Local","Matete","Matete","Bumbu","123"
"2020-02-04","JO","Nuit","Local","Matete","Matete","Bumbu","49"
"2020-02-04","JO","Jour","Local","Bumbu","Matete","Bumbu","49"
"2020-02-04","JO","Jour","Local","Kisenso","Kisenso","Bumbu","136"
"2020-02-04","JO","Nuit","Local","Kisenso","Kisenso","Bumbu","24"
"2020-02-04","JO","Jour","Local","Police","Police","Bumbu","322"
"2020-02-04","JO","Nuit","Local","Police","Police","Bumbu","86"
"2020-02-04","JO","Jour","Local","Bumbu","Police","Bumbu","123"
"2020-02-04","JO","Nuit","Local","Bumbu","Police","Bumbu","49"
"2020-02-04","JO","Jour","Local","Barumbu","Barumbu","Bumbu","99"
"2020-02-04","JO","Nuit","Local","Barumbu","Barumbu","Bumbu","61"
"2020-02-04","JO","Jour","Local","Bumbu","Barumbu","Bumbu","61"
"2020-02-04","JO","Jour","Local","Gombe","Barumbu","Bumbu","24"
"2020-02-04","JO","Jour","Local","Hors_Zone","Kinshasa","Bumbu","61"
"2020-02-04","JO","Jour","Local","Kinshasa","Kinshasa","Bumbu","223"
"2020-02-04","JO","Nuit","Local","Kinshasa","Kinshasa","Bumbu","111"
"2020-02-04","JO","Jour","Local","Bumbu","Kinshasa","Bumbu","148"
"2020-02-04","JO","Nuit","Local","Bumbu","Kinshasa","Bumbu","24"
"2020-02-04","JO","Jour","Local","Gombe","Kinshasa","Bumbu","25"
"2020-02-04","JO","Jour","Local","Hors_Zone","Limete","Bumbu","37"
"2020-02-04","JO","Jour","Local","Limete","Limete","Bumbu","814"
"2020-02-04","JO","Nuit","Local","Limete","Limete","Bumbu","148"
"2020-02-04","JO","Nuit","Local","Kalamu I","Limete","Bumbu","24"
