"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-02-03","JO","Jour","Local","Hors_Zone","Kwilu","Kwilu","158614"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Kwilu","Kwilu","202788"
"2020-02-03","JO","Jour","Local","Kinshasa","Kwilu","Kwilu","39"
"2020-02-03","JO","Nuit","Local","Kinshasa","Kwilu","Kwilu","1501"
"2020-02-03","JO","Jour","Local","Kasai","Kwilu","Kwilu","1449"
"2020-02-03","JO","Nuit","Local","Kasai","Kwilu","Kwilu","2671"
"2020-02-03","JO","Jour","Local","Kwilu","Kwilu","Kwilu","2644430"
"2020-02-03","JO","Nuit","Local","Kwilu","Kwilu","Kwilu","1999012"
"2020-02-03","JO","Jour","Local","Mai-Ndombe","Kwilu","Kwilu","724"
"2020-02-03","JO","Nuit","Local","Mai-Ndombe","Kwilu","Kwilu","724"
"2020-02-03","JO","Jour","Local","Hors_Zone","Mai-Ndombe","Kwilu","724"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Mai-Ndombe","Kwilu","1449"
"2020-02-03","JO","Jour","Local","Mai-Ndombe","Mai-Ndombe","Kwilu","2200"
"2020-02-03","JO","Nuit","Local","Mai-Ndombe","Mai-Ndombe","Kwilu","737"
"2020-02-03","JO","Jour","Local","Kwilu","Kwango","Kwilu","724"
"2020-02-03","JO","Nuit","Local","Kwilu","Kwango","Kwilu","724"
"2020-02-03","JO","Jour","Local","Kwango","Kwango","Kwilu","2173"
"2020-02-03","JO","Nuit","Local","Kwango","Kwango","Kwilu","2173"
"2020-02-03","JO","Jour","Local","Kasai-Central","Kasai-Central","Kwilu","38"
"2020-02-03","JO","Jour","Local","Hors_Zone","Hors_Zone","Mai-Ndombe","872085"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Hors_Zone","Mai-Ndombe","329392"
"2020-02-03","JO","Jour","Local","Kinshasa","Hors_Zone","Mai-Ndombe","5834"
"2020-02-03","JO","Nuit","Local","Kinshasa","Hors_Zone","Mai-Ndombe","3635"
"2020-02-03","JO","Jour","Local","Kwilu","Hors_Zone","Mai-Ndombe","2173"
"2020-02-03","JO","Nuit","Local","Kwilu","Hors_Zone","Mai-Ndombe","724"
"2020-02-03","JO","Jour","Local","Mai-Ndombe","Hors_Zone","Mai-Ndombe","968944"
"2020-02-03","JO","Nuit","Local","Mai-Ndombe","Hors_Zone","Mai-Ndombe","192941"
"2020-02-03","JO","Jour","Local","Hors_Zone","Kinshasa","Mai-Ndombe","4372"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Kinshasa","Mai-Ndombe","724"
"2020-02-03","JO","Jour","Local","Kinshasa","Kinshasa","Mai-Ndombe","14620"
"2020-02-03","JO","Nuit","Local","Kinshasa","Kinshasa","Mai-Ndombe","8810"
"2020-02-03","JO","Jour","Local","Hors_Zone","Kwilu","Mai-Ndombe","724"
"2020-02-03","JO","Jour","Local","Kwilu","Kwilu","Mai-Ndombe","2173"
"2020-02-03","JO","Nuit","Local","Kwilu","Kwilu","Mai-Ndombe","2173"
"2020-02-03","JO","Jour","Local","Hors_Zone","Mai-Ndombe","Mai-Ndombe","81244"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Mai-Ndombe","Mai-Ndombe","94959"
"2020-02-03","JO","Jour","Local","Mai-Ndombe","Mai-Ndombe","Mai-Ndombe","1374704"
"2020-02-03","JO","Nuit","Local","Mai-Ndombe","Mai-Ndombe","Mai-Ndombe","1094884"
"2020-02-03","JO","Jour","Local","Hors_Zone","Hors_Zone","Maniema","707921"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Hors_Zone","Maniema","223684"
"2020-02-03","JO","Jour","Local","Sud-Kivu","Hors_Zone","Maniema","4769"
"2020-02-03","JO","Nuit","Local","Sud-Kivu","Hors_Zone","Maniema","2411"
"2020-02-03","JO","Jour","Local","Tshopo","Hors_Zone","Maniema","1205"
"2020-02-03","JO","Nuit","Local","Tshopo","Hors_Zone","Maniema","608"
"2020-02-03","JO","Jour","Local","Maniema","Hors_Zone","Maniema","1474038"
"2020-02-03","JO","Nuit","Local","Maniema","Hors_Zone","Maniema","242034"
"2020-02-03","JO","Jour","Local","Nord-Kivu","Hors_Zone","Maniema","46"
"2020-02-03","JO","Nuit","Local","Nord-Kivu","Hors_Zone","Maniema","46"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Kinshasa","Maniema","596"
"2020-02-03","JO","Jour","Local","Kinshasa","Kinshasa","Maniema","2506"
"2020-02-03","JO","Nuit","Local","Kinshasa","Kinshasa","Maniema","2493"
"2020-02-03","JO","Jour","Local","Maniema","Kinshasa","Maniema","608"
"2020-02-03","JO","Nuit","Local","Maniema","Kinshasa","Maniema","596"
"2020-02-03","JO","Jour","Local","Sud-Kivu","Sud-Kivu","Maniema","7947"
"2020-02-03","JO","Nuit","Local","Sud-Kivu","Sud-Kivu","Maniema","2520"
"2020-02-03","JO","Jour","Local","Maniema","Sud-Kivu","Maniema","1192"
"2020-02-03","JO","Nuit","Local","Maniema","Sud-Kivu","Maniema","1192"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Tshopo","Maniema","108"
"2020-02-03","JO","Jour","Local","Tshopo","Tshopo","Maniema","1670"
"2020-02-03","JO","Nuit","Local","Tshopo","Tshopo","Maniema","1670"
"2020-02-03","JO","Jour","Local","Kasai-Oriental","Kasai-Oriental","Maniema","35"
"2020-02-03","JO","Nuit","Local","Kasai-Oriental","Kasai-Oriental","Maniema","35"
"2020-02-03","JO","Jour","Local","Hors_Zone","Maniema","Maniema","48564"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Maniema","Maniema","66817"
"2020-02-03","JO","Jour","Local","Kinshasa","Maniema","Maniema","34"
"2020-02-03","JO","Nuit","Local","Kinshasa","Maniema","Maniema","34"
"2020-02-03","JO","Jour","Local","Sud-Kivu","Maniema","Maniema","623"
"2020-02-03","JO","Nuit","Local","Sud-Kivu","Maniema","Maniema","623"
"2020-02-03","JO","Jour","Local","Maniema","Maniema","Maniema","1276865"
"2020-02-03","JO","Nuit","Local","Maniema","Maniema","Maniema","1008752"
"2020-02-03","JO","Jour","Local","Nord-Kivu","Nord-Kivu","Maniema","2477"
"2020-02-03","JO","Nuit","Local","Nord-Kivu","Nord-Kivu","Maniema","1238"
"2020-02-03","JO","Jour","Local","Hors_Zone","Hors_Zone","Kwango","727784"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Hors_Zone","Kwango","234188"
"2020-02-03","JO","Jour","Local","Kinshasa","Hors_Zone","Kwango","3711"
"2020-02-03","JO","Nuit","Local","Kinshasa","Hors_Zone","Kwango","2709"
"2020-02-03","JO","Jour","Local","Sud-Kivu","Hors_Zone","Kwango","724"
"2020-02-03","JO","Jour","Local","Kwilu","Hors_Zone","Kwango","1461"
"2020-02-03","JO","Nuit","Local","Kwilu","Hors_Zone","Kwango","1449"
"2020-02-03","JO","Jour","Local","Kwango","Hors_Zone","Kwango","755006"
"2020-02-03","JO","Nuit","Local","Kwango","Hors_Zone","Kwango","145783"
"2020-02-03","JO","Jour","Local","Hors_Zone","Kinshasa","Kwango","1474"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Kinshasa","Kwango","724"
"2020-02-03","JO","Jour","Local","Kinshasa","Kinshasa","Kwango","17074"
"2020-02-03","JO","Nuit","Local","Kinshasa","Kinshasa","Kwango","9348"
"2020-02-03","JO","Jour","Local","Kwango","Kinshasa","Kwango","737"
"2020-02-03","JO","Nuit","Local","Kwango","Kinshasa","Kwango","724"
"2020-02-03","JO","Jour","Local","Kongo-Central","Kongo-Central","Kwango","26"
"2020-02-03","JO","Nuit","Local","Kongo-Central","Kongo-Central","Kwango","724"
"2020-02-03","JO","Jour","Local","Kwilu","Kwilu","Kwango","1474"
"2020-02-03","JO","Nuit","Local","Kwilu","Kwilu","Kwango","724"
"2020-02-03","JO","Jour","Local","Hors_Zone","Kwango","Kwango","50775"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Kwango","Kwango","59454"
"2020-02-03","JO","Nuit","Local","Kinshasa","Kwango","Kwango","749"
"2020-02-03","JO","Jour","Local","Kwango","Kwango","Kwango","860430"
"2020-02-03","JO","Nuit","Local","Kwango","Kwango","Kwango","625485"
"2020-02-03","JO","Jour","Local","Hors_Zone","Hors_Zone","Haut-Uele","33112"
"2020-02-03","JO","Nuit","Local","Hors_Zone","Hors_Zone","Haut-Uele","8772"
