"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-05-14","JO","Nuit","Local","Tshopo","Tshopo","Maniema","1248"
"2020-05-14","JO","Jour","Local","Maniema","Tshopo","Maniema","93"
"2020-05-14","JO","Jour","Local","Kasai-Oriental","Kasai-Oriental","Maniema","35"
"2020-05-14","JO","Jour","Local","Hors_Zone","Maniema","Maniema","47201"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Maniema","Maniema","34293"
"2020-05-14","JO","Jour","Local","Maniema","Maniema","Maniema","1239503"
"2020-05-14","JO","Nuit","Local","Maniema","Maniema","Maniema","706003"
"2020-05-14","JO","Jour","Local","Nord-Kivu","Nord-Kivu","Maniema","173"
"2020-05-14","JO","Jour","Local","Hors_Zone","Hors_Zone","Kwango","548587"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Hors_Zone","Kwango","181605"
"2020-05-14","JO","Jour","Local","Kinshasa","Hors_Zone","Kwango","2357"
"2020-05-14","JO","Nuit","Local","Kinshasa","Hors_Zone","Kwango","23"
"2020-05-14","JO","Nuit","Local","Kasai","Hors_Zone","Kwango","35"
"2020-05-14","JO","Jour","Local","Kwilu","Hors_Zone","Kwango","2996"
"2020-05-14","JO","Jour","Local","Kwango","Hors_Zone","Kwango","525801"
"2020-05-14","JO","Nuit","Local","Kwango","Hors_Zone","Kwango","97854"
"2020-05-14","JO","Jour","Local","Hors_Zone","Kinshasa","Kwango","764"
"2020-05-14","JO","Jour","Local","Kinshasa","Kinshasa","Kwango","1985"
"2020-05-14","JO","Nuit","Local","Kinshasa","Kinshasa","Kwango","1806"
"2020-05-14","JO","Jour","Local","Kongo-Central","Kongo-Central","Kwango","27"
"2020-05-14","JO","Nuit","Local","Kongo-Central","Kongo-Central","Kwango","27"
"2020-05-14","JO","Jour","Local","Kwilu","Kwilu","Kwango","2727"
"2020-05-14","JO","Nuit","Local","Kwilu","Kwilu","Kwango","2220"
"2020-05-14","JO","Jour","Local","Hors_Zone","Kwango","Kwango","48954"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Kwango","Kwango","43784"
"2020-05-14","JO","Jour","Local","Kwango","Kwango","Kwango","678932"
"2020-05-14","JO","Nuit","Local","Kwango","Kwango","Kwango","418061"
"2020-05-14","JO","Jour","Local","Hors_Zone","Hors_Zone","Haut-Uele","33421"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Hors_Zone","Haut-Uele","6967"
"2020-05-14","JO","Jour","Local","Tshopo","Hors_Zone","Haut-Uele","281"
"2020-05-14","JO","Nuit","Local","Tshopo","Hors_Zone","Haut-Uele","187"
"2020-05-14","JO","Jour","Local","Ituri","Hors_Zone","Haut-Uele","281"
"2020-05-14","JO","Jour","Local","Haut-Uele","Hors_Zone","Haut-Uele","41339"
"2020-05-14","JO","Nuit","Local","Haut-Uele","Hors_Zone","Haut-Uele","4651"
"2020-05-14","JO","Jour","Local","Nord-Kivu","Hors_Zone","Haut-Uele","43"
"2020-05-14","JO","Jour","Local","Tshopo","Tshopo","Haut-Uele","1220"
"2020-05-14","JO","Nuit","Local","Tshopo","Tshopo","Haut-Uele","563"
"2020-05-14","JO","Jour","Local","Hors_Zone","Ituri","Haut-Uele","93"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Ituri","Haut-Uele","93"
"2020-05-14","JO","Jour","Local","Ituri","Ituri","Haut-Uele","187"
"2020-05-14","JO","Jour","Local","Hors_Zone","Haut-Uele","Haut-Uele","1754"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Haut-Uele","Haut-Uele","965"
"2020-05-14","JO","Jour","Local","Haut-Uele","Haut-Uele","Haut-Uele","36623"
"2020-05-14","JO","Nuit","Local","Haut-Uele","Haut-Uele","Haut-Uele","20958"
"2020-05-14","JO","Jour","Local","Hors_Zone","Hors_Zone","Sud-Ubangi","723958"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Hors_Zone","Sud-Ubangi","185587"
"2020-05-14","JO","Jour","Local","Mongala","Hors_Zone","Sud-Ubangi","511"
"2020-05-14","JO","Nuit","Local","Mongala","Hors_Zone","Sud-Ubangi","511"
"2020-05-14","JO","Jour","Local","Nord-Ubangi","Hors_Zone","Sud-Ubangi","4092"
"2020-05-14","JO","Nuit","Local","Nord-Ubangi","Hors_Zone","Sud-Ubangi","1534"
"2020-05-14","JO","Jour","Local","Tshopo","Hors_Zone","Sud-Ubangi","93"
"2020-05-14","JO","Jour","Local","Sud-Ubangi","Hors_Zone","Sud-Ubangi","744590"
"2020-05-14","JO","Nuit","Local","Sud-Ubangi","Hors_Zone","Sud-Ubangi","123108"
"2020-05-14","JO","Nuit","Local","Mongala","Mongala","Sud-Ubangi","511"
"2020-05-14","JO","Jour","Local","Sud-Ubangi","Mongala","Sud-Ubangi","511"
"2020-05-14","JO","Nuit","Local","Sud-Ubangi","Mongala","Sud-Ubangi","511"
"2020-05-14","JO","Jour","Local","Hors_Zone","Nord-Ubangi","Sud-Ubangi","93"
"2020-05-14","JO","Jour","Local","Nord-Ubangi","Nord-Ubangi","Sud-Ubangi","2557"
"2020-05-14","JO","Nuit","Local","Nord-Ubangi","Nord-Ubangi","Sud-Ubangi","1023"
"2020-05-14","JO","Jour","Local","Hors_Zone","Sud-Ubangi","Sud-Ubangi","74985"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Sud-Ubangi","Sud-Ubangi","44618"
"2020-05-14","JO","Jour","Local","Sud-Ubangi","Sud-Ubangi","Sud-Ubangi","1089113"
"2020-05-14","JO","Nuit","Local","Sud-Ubangi","Sud-Ubangi","Sud-Ubangi","653859"
"2020-05-14","JO","Jour","Local","Hors_Zone","Equateur","Sud-Ubangi","511"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Equateur","Sud-Ubangi","511"
"2020-05-14","JO","Jour","Local","Hors_Zone","Hors_Zone","Kasai-Central","1410404"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Hors_Zone","Kasai-Central","320861"
"2020-05-14","JO","Jour","Local","Kasai","Hors_Zone","Kasai-Central","3955"
"2020-05-14","JO","Nuit","Local","Kasai","Hors_Zone","Kasai-Central","1977"
"2020-05-14","JO","Jour","Local","Lomami","Hors_Zone","Kasai-Central","5857"
"2020-05-14","JO","Nuit","Local","Lomami","Hors_Zone","Kasai-Central","1166"
"2020-05-14","JO","Jour","Local","Kasai-Oriental","Hors_Zone","Kasai-Central","11384"
"2020-05-14","JO","Nuit","Local","Kasai-Oriental","Hors_Zone","Kasai-Central","3077"
"2020-05-14","JO","Jour","Local","Kasai-Central","Hors_Zone","Kasai-Central","4051723"
"2020-05-14","JO","Nuit","Local","Kasai-Central","Hors_Zone","Kasai-Central","488825"
"2020-05-14","JO","Jour","Local","Haut-Lomami","Hors_Zone","Kasai-Central","494"
"2020-05-14","JO","Nuit","Local","Haut-Lomami","Hors_Zone","Kasai-Central","494"
"2020-05-14","JO","Jour","Local","Hors_Zone","Sankuru","Kasai-Central","35"
"2020-05-14","JO","Jour","Local","Hors_Zone","Kinshasa","Kasai-Central","23"
"2020-05-14","JO","Jour","Local","Kinshasa","Kinshasa","Kasai-Central","59"
"2020-05-14","JO","Nuit","Local","Kinshasa","Kinshasa","Kasai-Central","35"
"2020-05-14","JO","Jour","Local","Hors_Zone","Kasai","Kasai-Central","506"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Kasai","Kasai-Central","494"
"2020-05-14","JO","Jour","Local","Kasai","Kasai","Kasai-Central","4955"
"2020-05-14","JO","Nuit","Local","Kasai","Kasai","Kasai-Central","2966"
"2020-05-14","JO","Jour","Local","Hors_Zone","Lomami","Kasai-Central","1202"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Lomami","Kasai-Central","142"
"2020-05-14","JO","Jour","Local","Lomami","Lomami","Kasai-Central","16685"
"2020-05-14","JO","Nuit","Local","Lomami","Lomami","Kasai-Central","8062"
"2020-05-14","JO","Jour","Local","Kasai-Oriental","Lomami","Kasai-Central","35"
"2020-05-14","JO","Nuit","Local","Kasai-Oriental","Lomami","Kasai-Central","35"
"2020-05-14","JO","Jour","Local","Kasai-Central","Lomami","Kasai-Central","1060"
"2020-05-14","JO","Nuit","Local","Kasai-Central","Lomami","Kasai-Central","565"
"2020-05-14","JO","Jour","Local","Hors_Zone","Kasai-Oriental","Kasai-Central","1549"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Kasai-Oriental","Kasai-Central","106"
"2020-05-14","JO","Jour","Local","Lomami","Kasai-Oriental","Kasai-Central","35"
"2020-05-14","JO","Nuit","Local","Lomami","Kasai-Oriental","Kasai-Central","35"
"2020-05-14","JO","Jour","Local","Kasai-Oriental","Kasai-Oriental","Kasai-Central","32556"
"2020-05-14","JO","Nuit","Local","Kasai-Oriental","Kasai-Oriental","Kasai-Central","23351"
"2020-05-14","JO","Jour","Local","Kasai-Central","Kasai-Oriental","Kasai-Central","13566"
"2020-05-14","JO","Nuit","Local","Kasai-Central","Kasai-Oriental","Kasai-Central","8302"
"2020-05-14","JO","Jour","Local","Hors_Zone","Kasai-Central","Kasai-Central","150269"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Kasai-Central","Kasai-Central","124954"
"2020-05-14","JO","Jour","Local","Lomami","Kasai-Central","Kasai-Central","1202"
"2020-05-14","JO","Nuit","Local","Lomami","Kasai-Central","Kasai-Central","1202"
"2020-05-14","JO","Jour","Local","Kasai-Oriental","Kasai-Central","Kasai-Central","5264"
"2020-05-14","JO","Nuit","Local","Kasai-Oriental","Kasai-Central","Kasai-Central","7950"
"2020-05-14","JO","Jour","Local","Kasai-Central","Kasai-Central","Kasai-Central","6026420"
"2020-05-14","JO","Nuit","Local","Kasai-Central","Kasai-Central","Kasai-Central","3889688"
"2020-05-14","JO","Jour","Local","Hors_Zone","Haut-Lomami","Kasai-Central","31"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Haut-Lomami","Kasai-Central","31"
"2020-05-14","JO","Jour","Local","Kasai-Central","Haut-Lomami","Kasai-Central","31"
"2020-05-14","JO","Nuit","Local","Kasai-Central","Haut-Lomami","Kasai-Central","31"
"2020-05-14","JO","Jour","Local","Haut-Lomami","Haut-Lomami","Kasai-Central","62"
"2020-05-14","JO","Jour","Local","Nord-Kivu","Nord-Kivu","Kasai-Central","43"
"2020-05-14","JO","Jour","Local","Hors_Zone","Hors_Zone","Equateur","1891089"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Hors_Zone","Equateur","424143"
"2020-05-14","JO","Jour","Local","Mongala","Hors_Zone","Equateur","511"
"2020-05-14","JO","Nuit","Local","Mongala","Hors_Zone","Equateur","511"
"2020-05-14","JO","Jour","Local","Kinshasa","Hors_Zone","Equateur","35"
"2020-05-14","JO","Jour","Local","Mai-Ndombe","Hors_Zone","Equateur","740"
"2020-05-14","JO","Nuit","Local","Mai-Ndombe","Hors_Zone","Equateur","740"
"2020-05-14","JO","Jour","Local","Equateur","Hors_Zone","Equateur","881695"
"2020-05-14","JO","Nuit","Local","Equateur","Hors_Zone","Equateur","175289"
"2020-05-14","JO","Jour","Local","Mongala","Mongala","Equateur","1023"
"2020-05-14","JO","Nuit","Local","Mongala","Mongala","Equateur","511"
"2020-05-14","JO","Jour","Local","Kinshasa","Kinshasa","Equateur","1618"
"2020-05-14","JO","Nuit","Local","Kinshasa","Kinshasa","Equateur","1546"
"2020-05-14","JO","Jour","Local","Hors_Zone","Tshuapa","Equateur","511"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Tshuapa","Equateur","511"
"2020-05-14","JO","Jour","Local","Tshuapa","Tshuapa","Equateur","2046"
"2020-05-14","JO","Nuit","Local","Tshuapa","Tshuapa","Equateur","511"
"2020-05-14","JO","Jour","Local","Hors_Zone","Equateur","Equateur","368830"
"2020-05-14","JO","Nuit","Local","Hors_Zone","Equateur","Equateur","221185"
"2020-05-14","JO","Jour","Local","Equateur","Equateur","Equateur","4162123"
"2020-05-14","JO","Nuit","Local","Equateur","Equateur","Equateur","2172333"
"2020-05-14","JO","Jour","Local","Hors_Zone","Hors_Zone","Haut-Lomami","152745"
