"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-03-05","JO","Jour","Local","Karisimbi","Minova","Nyiragongo","175"
"2020-03-05","JO","Nuit","Local","Karisimbi","Minova","Nyiragongo","201"
"2020-03-05","JO","Jour","Local","Kirotshe","Minova","Nyiragongo","201"
"2020-03-05","JO","Nuit","Local","Kirotshe","Minova","Nyiragongo","134"
"2020-03-05","JO","Jour","Local","Minova","Minova","Nyiragongo","1260"
"2020-03-05","JO","Nuit","Local","Minova","Minova","Nyiragongo","299"
"2020-03-05","JO","Jour","Local","Idjwi","Minova","Nyiragongo","67"
"2020-03-05","JO","Nuit","Local","Idjwi","Minova","Nyiragongo","108"
"2020-03-05","JO","Jour","Local","Hors_Zone","Idjwi","Nyiragongo","201"
"2020-03-05","JO","Jour","Local","Karisimbi","Idjwi","Nyiragongo","914"
"2020-03-05","JO","Nuit","Local","Karisimbi","Idjwi","Nyiragongo","175"
"2020-03-05","JO","Jour","Local","Nyiragongo","Idjwi","Nyiragongo","149"
"2020-03-05","JO","Jour","Local","Minova","Idjwi","Nyiragongo","201"
"2020-03-05","JO","Nuit","Local","Minova","Idjwi","Nyiragongo","67"
"2020-03-05","JO","Jour","Local","Idjwi","Idjwi","Nyiragongo","883"
"2020-03-05","JO","Nuit","Local","Idjwi","Idjwi","Nyiragongo","335"
"2020-03-05","JO","Jour","Local","Hors_Zone","Hors_Zone","Mwenga","11826"
"2020-03-05","JO","Nuit","Local","Hors_Zone","Hors_Zone","Mwenga","3674"
"2020-03-05","JO","Jour","Local","Mwenga","Hors_Zone","Mwenga","12346"
"2020-03-05","JO","Nuit","Local","Mwenga","Hors_Zone","Mwenga","2131"
"2020-03-05","JO","Jour","Local","Nyangezi","Hors_Zone","Mwenga","371"
"2020-03-05","JO","Nuit","Local","Nyangezi","Hors_Zone","Mwenga","123"
"2020-03-05","JO","Jour","Local","Walungu","Hors_Zone","Mwenga","949"
"2020-03-05","JO","Nuit","Local","Walungu","Hors_Zone","Mwenga","288"
"2020-03-05","JO","Jour","Local","Hauts-Plateaux","Hors_Zone","Mwenga","41"
"2020-03-05","JO","Nuit","Local","Hauts-Plateaux","Hors_Zone","Mwenga","41"
"2020-03-05","JO","Jour","Local","Kamituga","Hors_Zone","Mwenga","495"
"2020-03-05","JO","Nuit","Local","Kamituga","Hors_Zone","Mwenga","41"
"2020-03-05","JO","Jour","Local","Ibanda","Hors_Zone","Mwenga","1073"
"2020-03-05","JO","Nuit","Local","Ibanda","Hors_Zone","Mwenga","412"
"2020-03-05","JO","Nuit","Local","Minova","Hors_Zone","Mwenga","41"
"2020-03-05","JO","Jour","Local","Idjwi","Hors_Zone","Mwenga","41"
"2020-03-05","JO","Nuit","Local","Idjwi","Hors_Zone","Mwenga","41"
"2020-03-05","JO","Jour","Local","Kindu","Kindu","Mwenga","41"
"2020-03-05","JO","Jour","Local","Hors_Zone","Mwenga","Mwenga","908"
"2020-03-05","JO","Nuit","Local","Hors_Zone","Mwenga","Mwenga","1073"
"2020-03-05","JO","Jour","Local","Mwenga","Mwenga","Mwenga","20322"
"2020-03-05","JO","Nuit","Local","Mwenga","Mwenga","Mwenga","11476"
"2020-03-05","JO","Jour","Local","Nyangezi","Mwenga","Mwenga","82"
"2020-03-05","JO","Nuit","Local","Nyangezi","Mwenga","Mwenga","82"
"2020-03-05","JO","Jour","Local","Walungu","Mwenga","Mwenga","123"
"2020-03-05","JO","Nuit","Local","Walungu","Mwenga","Mwenga","330"
"2020-03-05","JO","Nuit","Local","Kamituga","Mwenga","Mwenga","206"
