"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-04-29","JO","Nuit","Local","Diulu","Kalenda","Kanda Kanda","35"
"2020-04-29","JO","Nuit","Local","Yangala","Kalenda","Kanda Kanda","70"
"2020-04-29","JO","Jour","Local","Hors_Zone","Luputa","Kanda Kanda","351"
"2020-04-29","JO","Nuit","Local","Hors_Zone","Luputa","Kanda Kanda","140"
"2020-04-29","JO","Jour","Local","Ngandajika","Luputa","Kanda Kanda","70"
"2020-04-29","JO","Nuit","Local","Ngandajika","Luputa","Kanda Kanda","35"
"2020-04-29","JO","Nuit","Local","Mulumba","Luputa","Kanda Kanda","35"
"2020-04-29","JO","Jour","Local","Kalenda","Luputa","Kanda Kanda","140"
"2020-04-29","JO","Nuit","Local","Kalenda","Luputa","Kanda Kanda","70"
"2020-04-29","JO","Jour","Local","Luputa","Luputa","Kanda Kanda","3634"
"2020-04-29","JO","Nuit","Local","Luputa","Luputa","Kanda Kanda","3052"
"2020-04-29","JO","Jour","Local","Kanda Kanda","Luputa","Kanda Kanda","808"
"2020-04-29","JO","Nuit","Local","Kanda Kanda","Luputa","Kanda Kanda","281"
"2020-04-29","JO","Jour","Local","Kasansa","Luputa","Kanda Kanda","35"
"2020-04-29","JO","Nuit","Local","Kasansa","Luputa","Kanda Kanda","35"
"2020-04-29","JO","Jour","Local","Hors_Zone","Kanda Kanda","Kanda Kanda","8774"
"2020-04-29","JO","Nuit","Local","Hors_Zone","Kanda Kanda","Kanda Kanda","12581"
"2020-04-29","JO","Jour","Local","Kamiji","Kanda Kanda","Kanda Kanda","1325"
"2020-04-29","JO","Nuit","Local","Kamiji","Kanda Kanda","Kanda Kanda","3194"
"2020-04-29","JO","Jour","Local","Ngandajika","Kanda Kanda","Kanda Kanda","4568"
"2020-04-29","JO","Nuit","Local","Ngandajika","Kanda Kanda","Kanda Kanda","6888"
"2020-04-29","JO","Jour","Local","Mulumba","Kanda Kanda","Kanda Kanda","1370"
"2020-04-29","JO","Nuit","Local","Mulumba","Kanda Kanda","Kanda Kanda","2460"
"2020-04-29","JO","Nuit","Local","Tshilenge","Kanda Kanda","Kanda Kanda","35"
"2020-04-29","JO","Jour","Local","Mwene Ditu","Kanda Kanda","Kanda Kanda","4744"
"2020-04-29","JO","Nuit","Local","Mwene Ditu","Kanda Kanda","Kanda Kanda","10147"
"2020-04-29","JO","Jour","Local","Kalenda","Kanda Kanda","Kanda Kanda","2881"
"2020-04-29","JO","Nuit","Local","Kalenda","Kanda Kanda","Kanda Kanda","7393"
"2020-04-29","JO","Jour","Local","Luputa","Kanda Kanda","Kanda Kanda","456"
"2020-04-29","JO","Nuit","Local","Luputa","Kanda Kanda","Kanda Kanda","878"
"2020-04-29","JO","Jour","Local","Kanda Kanda","Kanda Kanda","Kanda Kanda","278940"
"2020-04-29","JO","Nuit","Local","Kanda Kanda","Kanda Kanda","Kanda Kanda","244213"
"2020-04-29","JO","Jour","Local","Diulu","Kanda Kanda","Kanda Kanda","702"
"2020-04-29","JO","Nuit","Local","Diulu","Kanda Kanda","Kanda Kanda","1361"
"2020-04-29","JO","Jour","Local","Kasansa","Kanda Kanda","Kanda Kanda","1220"
"2020-04-29","JO","Nuit","Local","Kasansa","Kanda Kanda","Kanda Kanda","2801"
"2020-04-29","JO","Jour","Local","Kaniama","Kanda Kanda","Kanda Kanda","60"
"2020-04-29","JO","Nuit","Local","Kaniama","Kanda Kanda","Kanda Kanda","60"
"2020-04-29","JO","Jour","Local","Yangala","Kanda Kanda","Kanda Kanda","70"
