"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-06-08","JO","Jour","Local","Hors_Zone","Haut-Lomami","Tanganyika","44"
"2020-06-08","JO","Jour","Local","Haut-Lomami","Haut-Lomami","Tanganyika","85"
"2020-06-08","JO","Nuit","Local","Haut-Lomami","Haut-Lomami","Tanganyika","85"
"2020-06-08","JO","Jour","Local","Hors_Zone","Hors_Zone","Mongala","619369"
"2020-06-08","JO","Nuit","Local","Hors_Zone","Hors_Zone","Mongala","282327"
"2020-06-08","JO","Jour","Local","Mongala","Hors_Zone","Mongala","635728"
"2020-06-08","JO","Nuit","Local","Mongala","Hors_Zone","Mongala","165734"
"2020-06-08","JO","Jour","Local","Nord-Ubangi","Hors_Zone","Mongala","2258"
"2020-06-08","JO","Jour","Local","Tshopo","Hors_Zone","Mongala","2532"
"2020-06-08","JO","Nuit","Local","Tshopo","Hors_Zone","Mongala","1403"
"2020-06-08","JO","Jour","Local","Sud-Ubangi","Hors_Zone","Mongala","1129"
"2020-06-08","JO","Nuit","Local","Sud-Ubangi","Hors_Zone","Mongala","1129"
"2020-06-08","JO","Jour","Local","Hors_Zone","Mongala","Mongala","54381"
"2020-06-08","JO","Nuit","Local","Hors_Zone","Mongala","Mongala","76967"
"2020-06-08","JO","Jour","Local","Mongala","Mongala","Mongala","1170573"
"2020-06-08","JO","Nuit","Local","Mongala","Mongala","Mongala","1059163"
"2020-06-08","JO","Jour","Local","Nord-Ubangi","Nord-Ubangi","Mongala","1129"
"2020-06-08","JO","Nuit","Local","Nord-Ubangi","Nord-Ubangi","Mongala","1129"
"2020-06-08","JO","Jour","Local","Tshopo","Tshopo","Mongala","3549"
"2020-06-08","JO","Nuit","Local","Tshopo","Tshopo","Mongala","704"
"2020-06-08","JO","Jour","Local","Sud-Ubangi","Sud-Ubangi","Mongala","1129"
"2020-06-08","JO","Nuit","Local","Sud-Ubangi","Sud-Ubangi","Mongala","1129"
"2020-06-08","JO","Jour","Local","Hors_Zone","Equateur","Mongala","4517"
"2020-06-08","JO","Nuit","Local","Hors_Zone","Equateur","Mongala","5646"
"2020-06-08","JO","Jour","Local","Equateur","Equateur","Mongala","3387"
"2020-06-08","JO","Nuit","Local","Equateur","Equateur","Mongala","3387"
"2020-06-08","JO","Jour","Local","Hors_Zone","Hors_Zone","Sankuru","15831"
"2020-06-08","JO","Nuit","Local","Hors_Zone","Hors_Zone","Sankuru","9143"
"2020-06-08","JO","Jour","Local","Sankuru","Hors_Zone","Sankuru","18809"
"2020-06-08","JO","Nuit","Local","Sankuru","Hors_Zone","Sankuru","6022"
"2020-06-08","JO","Jour","Local","Hors_Zone","Sankuru","Sankuru","1318"
"2020-06-08","JO","Nuit","Local","Hors_Zone","Sankuru","Sankuru","2322"
