"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-04-14","JO","Jour","Local","Lomami","Hors_Zone","Haut-Katanga","211"
"2020-04-14","JO","Nuit","Local","Lomami","Hors_Zone","Haut-Katanga","140"
"2020-04-14","JO","Jour","Local","Kasai-Oriental","Hors_Zone","Haut-Katanga","105"
"2020-04-14","JO","Nuit","Local","Kasai-Oriental","Hors_Zone","Haut-Katanga","35"
"2020-04-14","JO","Jour","Local","Kasai-Central","Hors_Zone","Haut-Katanga","70"
"2020-04-14","JO","Nuit","Local","Kasai-Central","Hors_Zone","Haut-Katanga","35"
"2020-04-14","JO","Jour","Local","Haut-Lomami","Hors_Zone","Haut-Katanga","631"
"2020-04-14","JO","Nuit","Local","Haut-Lomami","Hors_Zone","Haut-Katanga","210"
"2020-04-14","JO","Jour","Local","Hors_Zone","Tanganyika","Haut-Katanga","35"
"2020-04-14","JO","Nuit","Local","Hors_Zone","Tanganyika","Haut-Katanga","35"
"2020-04-14","JO","Jour","Local","Tanganyika","Tanganyika","Haut-Katanga","350"
"2020-04-14","JO","Nuit","Local","Tanganyika","Tanganyika","Haut-Katanga","210"
"2020-04-14","JO","Jour","Local","Haut-Katanga","Tanganyika","Haut-Katanga","35"
"2020-04-14","JO","Nuit","Local","Haut-Katanga","Tanganyika","Haut-Katanga","35"
"2020-04-14","JO","Jour","Local","Hors_Zone","Haut-Katanga","Haut-Katanga","103533"
"2020-04-14","JO","Nuit","Local","Hors_Zone","Haut-Katanga","Haut-Katanga","108054"
"2020-04-14","JO","Jour","Local","Haut-Katanga","Haut-Katanga","Haut-Katanga","13938224"
"2020-04-14","JO","Nuit","Local","Haut-Katanga","Haut-Katanga","Haut-Katanga","10304833"
"2020-04-14","JO","Jour","Local","Lualaba","Haut-Katanga","Haut-Katanga","5755"
"2020-04-14","JO","Nuit","Local","Lualaba","Haut-Katanga","Haut-Katanga","7789"
"2020-04-14","JO","Jour","Local","Haut-Lomami","Haut-Katanga","Haut-Katanga","140"
"2020-04-14","JO","Nuit","Local","Haut-Lomami","Haut-Katanga","Haut-Katanga","140"
"2020-04-14","JO","Jour","Local","Hors_Zone","Lualaba","Haut-Katanga","1927"
"2020-04-14","JO","Nuit","Local","Hors_Zone","Lualaba","Haut-Katanga","1016"
"2020-04-14","JO","Jour","Local","Haut-Katanga","Lualaba","Haut-Katanga","15844"
"2020-04-14","JO","Nuit","Local","Haut-Katanga","Lualaba","Haut-Katanga","8483"
"2020-04-14","JO","Jour","Local","Lualaba","Lualaba","Haut-Katanga","82277"
"2020-04-14","JO","Nuit","Local","Lualaba","Lualaba","Haut-Katanga","52196"
"2020-04-14","JO","Jour","Local","Hors_Zone","Kinshasa","Haut-Katanga","46"
"2020-04-14","JO","Jour","Local","Kinshasa","Kinshasa","Haut-Katanga","60"
"2020-04-14","JO","Nuit","Local","Kinshasa","Kinshasa","Haut-Katanga","35"
"2020-04-14","JO","Jour","Local","Sud-Kivu","Sud-Kivu","Haut-Katanga","29"
"2020-04-14","JO","Jour","Local","Hors_Zone","Lomami","Haut-Katanga","105"
"2020-04-14","JO","Nuit","Local","Hors_Zone","Lomami","Haut-Katanga","35"
"2020-04-14","JO","Jour","Local","Lomami","Lomami","Haut-Katanga","846"
"2020-04-14","JO","Nuit","Local","Lomami","Lomami","Haut-Katanga","564"
