"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Hors_Zone","Tanganyika","127"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Hors_Zone","Tanganyika","30"
"2020-04-28","JO","Jour","Etranger","Tanganyika","Hors_Zone","Tanganyika","52"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Hors_Zone","Mongala","30"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Hors_Zone","Haut-Katanga","4945"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Hors_Zone","Haut-Katanga","1152"
"2020-04-28","JO","Jour","Etranger","Haut-Katanga","Hors_Zone","Haut-Katanga","2415"
"2020-04-28","JO","Nuit","Etranger","Haut-Katanga","Hors_Zone","Haut-Katanga","729"
"2020-04-28","JO","Jour","Etranger","Lualaba","Hors_Zone","Haut-Katanga","21"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Haut-Katanga","Haut-Katanga","617"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Haut-Katanga","Haut-Katanga","895"
"2020-04-28","JO","Jour","Etranger","Haut-Katanga","Haut-Katanga","Haut-Katanga","4749"
"2020-04-28","JO","Nuit","Etranger","Haut-Katanga","Haut-Katanga","Haut-Katanga","4090"
"2020-04-28","JO","Nuit","Etranger","Lualaba","Haut-Katanga","Haut-Katanga","39"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Hors_Zone","Lualaba","2299"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Hors_Zone","Lualaba","1090"
"2020-04-28","JO","Jour","Etranger","Haut-Katanga","Hors_Zone","Lualaba","52"
"2020-04-28","JO","Jour","Etranger","Lualaba","Hors_Zone","Lualaba","1926"
"2020-04-28","JO","Nuit","Etranger","Lualaba","Hors_Zone","Lualaba","537"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Haut-Katanga","Lualaba","87"
"2020-04-28","JO","Jour","Etranger","Haut-Katanga","Haut-Katanga","Lualaba","109"
"2020-04-28","JO","Nuit","Etranger","Haut-Katanga","Haut-Katanga","Lualaba","60"
"2020-04-28","JO","Jour","Etranger","Lualaba","Haut-Katanga","Lualaba","47"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Lualaba","Lualaba","542"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Lualaba","Lualaba","512"
"2020-04-28","JO","Jour","Etranger","Lualaba","Lualaba","Lualaba","3404"
"2020-04-28","JO","Nuit","Etranger","Lualaba","Lualaba","Lualaba","2790"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Hors_Zone","Kinshasa","27282"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Hors_Zone","Kinshasa","9144"
"2020-04-28","JO","Jour","Etranger","Kinshasa","Hors_Zone","Kinshasa","5574"
"2020-04-28","JO","Nuit","Etranger","Kinshasa","Hors_Zone","Kinshasa","1286"
"2020-04-28","JO","Jour","Etranger","Nord-Kivu","Hors_Zone","Kinshasa","22"
"2020-04-28","JO","Nuit","Etranger","Nord-Kivu","Hors_Zone","Kinshasa","22"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Kinshasa","Kinshasa","941"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Kinshasa","Kinshasa","1161"
"2020-04-28","JO","Jour","Etranger","Kinshasa","Kinshasa","Kinshasa","4704"
"2020-04-28","JO","Nuit","Etranger","Kinshasa","Kinshasa","Kinshasa","4133"
"2020-04-28","JO","Jour","Etranger","Hors_Zone","Hors_Zone","Nord-Ubangi","750"
"2020-04-28","JO","Nuit","Etranger","Hors_Zone","Hors_Zone","Nord-Ubangi","270"
