"﻿Date","Day_type","PresenceType","Type","Activity_Zone","Home_Zone","Zone","Volume"
"2020-02-08","WE","Nuit","Local","Lomami","Lomami","Lualaba","1548"
"2020-02-08","WE","Jour","Local","Kasai-Oriental","Lomami","Lualaba","68"
"2020-02-08","WE","Nuit","Local","Kasai-Oriental","Lomami","Lualaba","68"
"2020-02-08","WE","Jour","Local","Haut-Lomami","Lomami","Lualaba","34"
"2020-02-08","WE","Nuit","Local","Haut-Lomami","Lomami","Lualaba","34"
"2020-02-08","WE","Jour","Local","Lualaba","Kasai-Oriental","Lualaba","34"
"2020-02-08","WE","Nuit","Local","Lualaba","Kasai-Oriental","Lualaba","34"
"2020-02-08","WE","Jour","Local","Lomami","Kasai-Oriental","Lualaba","34"
"2020-02-08","WE","Jour","Local","Kasai-Oriental","Kasai-Oriental","Lualaba","377"
"2020-02-08","WE","Nuit","Local","Kasai-Oriental","Kasai-Oriental","Lualaba","137"
"2020-02-08","WE","Jour","Local","Hors_Zone","Haut-Lomami","Lualaba","172"
"2020-02-08","WE","Nuit","Local","Hors_Zone","Haut-Lomami","Lualaba","138"
"2020-02-08","WE","Jour","Local","Lualaba","Haut-Lomami","Lualaba","515"
"2020-02-08","WE","Nuit","Local","Lualaba","Haut-Lomami","Lualaba","344"
"2020-02-08","WE","Jour","Local","Lomami","Haut-Lomami","Lualaba","34"
"2020-02-08","WE","Nuit","Local","Lomami","Haut-Lomami","Lualaba","34"
"2020-02-08","WE","Jour","Local","Haut-Lomami","Haut-Lomami","Lualaba","3660"
"2020-02-08","WE","Nuit","Local","Haut-Lomami","Haut-Lomami","Lualaba","2471"
"2020-02-08","WE","Jour","Local","Nord-Kivu","Nord-Kivu","Lualaba","68"
"2020-02-08","WE","Jour","Local","Hors_Zone","Hors_Zone","Kinshasa","1933909"
"2020-02-08","WE","Nuit","Local","Hors_Zone","Hors_Zone","Kinshasa","879504"
"2020-02-08","WE","Jour","Local","Mongala","Hors_Zone","Kinshasa","38"
"2020-02-08","WE","Jour","Local","Haut-Katanga","Hors_Zone","Kinshasa","654"
"2020-02-08","WE","Nuit","Local","Haut-Katanga","Hors_Zone","Kinshasa","294"
"2020-02-08","WE","Jour","Local","Lualaba","Hors_Zone","Kinshasa","157"
"2020-02-08","WE","Nuit","Local","Lualaba","Hors_Zone","Kinshasa","72"
