"﻿Date","Origin","Destination","Immobility","Home_Category","Activity_Category","Observation_Zone","Mode","Volume"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Study_Zone_Worker","St Joseph de Kinshasa","All_modes","40"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Study_Zone_Worker","Stade Vélodrome","All_modes","27"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Study_Zone_Worker","Western Union CFC","All_modes","27"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Study_Zone_Worker","ZoneGlobale","All_modes","202"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Study_Zone_Worker","eglise protestante de lemba","All_modes","32"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","CREFM Eglise La Compassion","All_modes","47"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Centre Evangélique la Résurrection","All_modes","59"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Eglise Kimbanguiste","All_modes","31"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Eglise La Semence Seeds Church","All_modes","24"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Eglise Mission Evangelique Réconciliation Spirituel International MERSI","All_modes","24"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","FIKIN","All_modes","38"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Hj Hospitals","All_modes","35"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Hôpital général de référence","All_modes","33"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Marché Matete","All_modes","35"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Ministere combat spirituel","All_modes","47"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Paroisse Notre-Dame d'Afrique","All_modes","24"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Place Commercial de limete (7 rue)","All_modes","61"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","Pont Matete","All_modes","94"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","St Joseph de Kinshasa","All_modes","73"
"2020-05-28","Limete","Matete","1h","Destination_Zone_Resident","Origin_Zone_Worker","ZoneGlobale","All_modes","271"
"2020-05-28","Limete","Matete","1h","Study_Zone_Resident","Outside_Worker","Pont Matete","All_modes","22"
"2020-05-28","Limete","Matete","1h","Study_Zone_Resident","Outside_Worker","ZoneGlobale","All_modes","22"
"2020-05-28","Limete","Matete","1h","Study_Zone_Resident","Destination_Zone_Worker","CREFM Eglise La Compassion","All_modes","29"
"2020-05-28","Limete","Matete","1h","Study_Zone_Resident","Destination_Zone_Worker","Centre Evangélique la Résurrection","All_modes","29"
